genome,sortase_present,sortase_count,lpxtg_present,lpxtg_count,bacteriocin_present,bacteriocin_count,crispr_cas_present,crispr_cas_count,stress_universal_present,stress_universal_count,clp_protease_present,clp_protease_count,phage_resistance_present,phage_resistance_count,amr_present,amr_count,virulence_present,virulence_count,phage_present,phage_count,total_genes
GCF_025187185.1_ASM2518718v1_genomic,0,0.0,0,0.0,1,5.0,1,85.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,32.0,1998
GCF_025187195.1_ASM2518719v1_genomic,0,0.0,0,0.0,1,8.0,1,53.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,28.0,1948
GCF_025187235.1_ASM2518723v1_genomic,0,0.0,0,0.0,1,8.0,1,56.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,30.0,1962
GCF_025187265.1_ASM2518726v1_genomic,0,0.0,0,0.0,1,8.0,1,56.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,31.0,1967
GCF_025187275.1_ASM2518727v1_genomic,0,0.0,0,0.0,1,8.0,1,98.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,29.0,2010
GCF_025187305.1_ASM2518730v1_genomic,1,1.0,0,0.0,1,9.0,1,56.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,43.0,2032
GCF_025187325.1_ASM2518732v1_genomic,1,1.0,1,1.0,1,12.0,1,87.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,59.0,2197
GCF_025187345.1_ASM2518734v1_genomic,1,1.0,1,1.0,1,8.0,1,89.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,30.0,2008
GCF_025187365.1_ASM2518736v1_genomic,1,1.0,0,0.0,1,9.0,1,63.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,46.0,2044
GCF_025187385.1_ASM2518738v1_genomic,1,1.0,1,2.0,1,10.0,1,112.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,31.0,2082
GCF_025187405.1_ASM2518740v1_genomic,0,0.0,0,0.0,1,5.0,1,65.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,31.0,1993
GCF_025187415.1_ASM2518741v1_genomic,1,1.0,1,2.0,1,10.0,1,105.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,130.0,2409
GCF_025187445.1_ASM2518744v1_genomic,0,0.0,0,0.0,1,5.0,1,69.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,34.0,1987
GCF_025187465.1_ASM2518746v1_genomic,1,1.0,1,1.0,1,10.0,1,140.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,35.0,2074
GCF_025187485.1_ASM2518748v1_genomic,1,1.0,0,0.0,1,10.0,1,61.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,42.0,2009
GCF_025187495.1_ASM2518749v1_genomic,1,1.0,1,1.0,1,10.0,1,66.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,34.0,2009
GCF_025187525.1_ASM2518752v1_genomic,1,1.0,1,4.0,1,11.0,1,164.0,1,1.0,1,5.0,1,2.0,1,28.0,1,4.0,1,40.0,2182
GCF_025187545.1_ASM2518754v1_genomic,0,0.0,0,0.0,1,6.0,1,87.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,33.0,2018
GCF_025187565.1_ASM2518756v1_genomic,1,1.0,0,0.0,1,8.0,1,44.0,1,1.0,1,5.0,1,1.0,1,25.0,1,5.0,1,33.0,1944
GCF_025187585.1_ASM2518758v1_genomic,1,1.0,1,1.0,1,9.0,1,91.0,1,1.0,1,5.0,1,2.0,1,25.0,1,3.0,1,40.0,2070
GCF_025187605.1_ASM2518760v1_genomic,1,1.0,1,2.0,1,11.0,1,123.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,37.0,2078
GCF_025187615.1_ASM2518761v1_genomic,1,1.0,1,2.0,1,11.0,1,130.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,36.0,2075
GCF_025187645.1_ASM2518764v1_genomic,0,0.0,0,0.0,1,7.0,1,74.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,30.0,1978
GCF_025187665.1_ASM2518766v1_genomic,1,1.0,1,1.0,1,10.0,1,124.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,39.0,2072
GCF_025187705.1_ASM2518770v1_genomic,1,1.0,1,1.0,1,11.0,1,72.0,1,1.0,1,5.0,1,1.0,1,27.0,1,2.0,1,26.0,1963
GCF_025188845.1_ASM2518884v1_genomic,1,1.0,1,2.0,1,7.0,1,96.0,1,1.0,1,5.0,1,2.0,1,23.0,1,4.0,1,38.0,2071
GCF_025739165.1_ASM2573916v1_genomic,1,1.0,1,1.0,1,8.0,1,80.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,67.0,2067
GCF_025739325.1_ASM2573932v1_genomic,0,0.0,0,0.0,1,5.0,1,71.0,1,1.0,1,5.0,1,2.0,1,23.0,1,4.0,1,69.0,2083
GCF_025739385.1_ASM2573938v1_genomic,1,1.0,1,1.0,1,11.0,1,36.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,78.0,2092
GCF_025948295.1_ASM2594829v1_genomic,1,1.0,1,1.0,1,12.0,1,99.0,1,1.0,1,5.0,1,1.0,1,27.0,1,4.0,1,102.0,2229
GCF_025962735.1_ASM2596273v1_genomic,1,1.0,1,1.0,1,11.0,1,150.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,97.0,2279
GCF_026805425.1_ASM2680542v1_genomic,1,1.0,1,1.0,1,11.0,1,186.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,45.0,2123
GCF_027557675.1_ASM2755767v1_genomic,1,1.0,0,0.0,1,12.0,1,141.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,79.0,2224
GCF_027854415.1_ASM2785441v1_genomic,1,1.0,1,5.0,1,15.0,1,25.0,1,1.0,1,6.0,1,3.0,1,27.0,1,5.0,1,89.0,2246
GCF_027857755.1_ASM2785775v1_genomic,1,1.0,1,2.0,1,13.0,1,119.0,1,1.0,1,5.0,1,2.0,1,24.0,1,3.0,1,55.0,2192
GCF_027857815.1_ASM2785781v1_genomic,1,1.0,1,1.0,1,9.0,1,38.0,1,1.0,1,5.0,1,1.0,1,28.0,1,4.0,1,55.0,2036
GCF_027857835.1_ASM2785783v1_genomic,1,1.0,1,2.0,1,5.0,1,87.0,1,1.0,1,5.0,1,1.0,1,28.0,1,5.0,1,69.0,2160
GCF_027857875.1_ASM2785787v1_genomic,1,1.0,1,2.0,1,7.0,1,106.0,1,1.0,1,6.0,1,2.0,1,26.0,1,6.0,1,63.0,2220
GCF_027857955.1_ASM2785795v1_genomic,1,1.0,1,1.0,1,5.0,1,99.0,1,1.0,1,5.0,1,1.0,1,28.0,1,5.0,1,81.0,2199
GCF_027944035.1_ASM2794403v1_genomic,1,1.0,1,1.0,1,11.0,1,66.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,26.0,1924
GCF_027944055.1_ASM2794405v1_genomic,1,1.0,1,1.0,1,11.0,1,13.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,26.0,1886
GCF_027944095.1_ASM2794409v1_genomic,0,0.0,1,1.0,1,8.0,1,14.0,1,1.0,1,6.0,0,0.0,1,27.0,1,4.0,1,63.0,2000
GCF_027947215.1_ASM2794721v1_genomic,1,1.0,1,2.0,1,11.0,1,18.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,43.0,1982
GCF_027947245.1_ASM2794724v1_genomic,1,1.0,1,2.0,1,6.0,1,59.0,1,1.0,1,6.0,1,1.0,1,26.0,1,6.0,1,41.0,1985
GCF_027947275.1_ASM2794727v1_genomic,1,1.0,1,1.0,1,8.0,1,52.0,1,1.0,1,5.0,1,2.0,1,26.0,1,3.0,1,33.0,2034
GCF_027947295.1_ASM2794729v1_genomic,1,1.0,1,1.0,1,4.0,1,47.0,1,1.0,1,5.0,1,3.0,1,26.0,1,4.0,1,24.0,1885
GCF_027947315.1_ASM2794731v1_genomic,1,1.0,1,1.0,1,4.0,1,67.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,23.0,1925
GCF_027947325.1_ASM2794732v1_genomic,1,1.0,1,1.0,1,4.0,1,66.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,24.0,1901
GCF_027947345.1_ASM2794734v1_genomic,1,1.0,1,1.0,1,20.0,1,19.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,28.0,1952
GCF_027947375.1_ASM2794737v1_genomic,1,1.0,1,2.0,1,6.0,1,66.0,1,1.0,1,6.0,1,1.0,1,26.0,1,6.0,1,40.0,2001
GCF_027947395.1_ASM2794739v1_genomic,1,1.0,1,1.0,1,5.0,1,77.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,24.0,1919
GCF_028463905.1_ASM2846390v1_genomic,1,1.0,1,2.0,1,6.0,1,59.0,1,1.0,1,6.0,1,1.0,1,26.0,1,6.0,1,44.0,2077
GCF_029523265.1_ASM2952326v1_genomic,1,1.0,1,1.0,1,11.0,1,100.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,44.0,2116
GCF_029866985.1_ASM2986698v1_genomic,1,1.0,1,1.0,1,10.0,1,144.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,92.0,2211
GCF_029983065.1_ASM2998306v1_genomic,1,1.0,1,1.0,1,7.0,1,120.0,1,1.0,1,5.0,1,1.0,1,26.0,1,3.0,1,49.0,2062
GCF_030005525.1_ASM3000552v1_genomic,1,1.0,1,1.0,1,9.0,1,119.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,42.0,2068
GCF_030237735.1_ASM3023773v1_genomic,1,1.0,1,1.0,1,10.0,1,100.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,48.0,2091
GCF_030846755.1_ASM3084675v1_genomic,1,1.0,1,1.0,1,10.0,1,152.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,94.0,2205
GCF_033344695.1_ASM3334469v1_genomic,1,1.0,1,1.0,1,20.0,1,26.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,26.0,1961
GCF_034044695.1_ASM3404469v1_genomic,1,1.0,1,1.0,1,10.0,1,139.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,52.0,2146
GCF_035758325.1_ASM3575832v1_genomic,0,0.0,0,0.0,1,5.0,1,86.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,74.0,2090
GCF_035818935.1_ASM3581893v1_genomic,0,0.0,0,0.0,1,5.0,1,92.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,51.0,2038
GCF_036784745.1_ASM3678474v1_genomic,1,1.0,1,1.0,1,4.0,1,53.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,24.0,1925
GCF_036867595.1_ASM3686759v1_genomic,1,1.0,1,2.0,1,9.0,1,151.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,57.0,2113
GCF_036867615.1_ASM3686761v1_genomic,1,1.0,1,2.0,1,10.0,1,88.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,42.0,2050
GCF_036867635.1_ASM3686763v1_genomic,1,1.0,1,1.0,1,10.0,1,145.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,47.0,2117
GCF_036867665.1_ASM3686766v1_genomic,1,1.0,1,2.0,1,9.0,1,148.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,42.0,2063
GCF_036923315.1_ASM3692331v1_genomic,0,0.0,0,0.0,1,5.0,1,68.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,71.0,2053
GCF_038049945.1_ASM3804994v1_genomic,1,1.0,0,0.0,1,10.0,1,46.0,1,1.0,1,6.0,1,1.0,1,25.0,1,5.0,1,78.0,2069
GCF_039781665.1_ST4052_Assembly_genomic,0,0.0,0,0.0,1,8.0,1,53.0,1,1.0,1,5.0,1,1.0,1,25.0,1,3.0,1,66.0,2056
GCF_039782795.1_ST90728_Assembly_genomic,1,1.0,1,2.0,1,7.0,1,109.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,78.0,2188
GCF_039783105.1_ST90729_Assembly_genomic,1,1.0,1,1.0,1,13.0,1,45.0,1,1.0,1,6.0,1,3.0,1,26.0,1,4.0,1,84.0,2126
GCF_039783195.1_ST90730_Assembly_genomic,0,0.0,0,0.0,1,5.0,1,71.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,69.0,2076
GCF_039783225.1_STCNRZ760_assembly_genomic,1,1.0,1,1.0,1,10.0,1,94.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,70.0,2176
GCF_039783255.1_STMM1_assembly_genomic,1,1.0,1,2.0,1,10.0,1,61.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,83.0,2120
GCF_039783295.1_STR1_assembly_genomic,1,1.0,1,2.0,1,11.0,1,76.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,99.0,2153
GCF_039783405.1_ST19_assembly_genomic,1,1.0,1,1.0,1,10.0,1,118.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,80.0,2172
GCF_039783475.1_STAVA1121_assembly_genomic,1,1.0,1,1.0,1,16.0,1,62.0,1,1.0,1,5.0,1,1.0,1,26.0,1,2.0,1,70.0,2198
GCF_039783625.1_STCNRZ302_Assembly_genomic,1,1.0,0,0.0,1,9.0,1,73.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,84.0,2172
GCF_039783635.1_STCNRZ1575_assembly_genomic,1,1.0,1,2.0,1,11.0,1,137.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,91.0,2238
GCF_039783785.1_STCNRZ887_assembly_genomic,0,0.0,0,0.0,1,8.0,1,33.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,62.0,2011
GCF_039783955.1_ST4145_Assembly_genomic,1,1.0,1,2.0,1,10.0,1,91.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,77.0,2146
GCF_039784265.1_ST1A_assembly_genomic,1,1.0,0,0.0,1,7.0,1,89.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,101.0,2177
GCF_039784555.1_ST4021_Assembly_genomic,1,1.0,1,1.0,1,7.0,1,88.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,95.0,2164
GCF_039784805.1_STAVA116_assembly_genomic,0,0.0,1,1.0,1,8.0,1,60.0,1,1.0,1,5.0,1,1.0,1,25.0,1,3.0,1,55.0,1997
GCF_039784855.1_STCNRZ1202_assembly_genomic,0,0.0,1,1.0,1,12.0,1,57.0,1,1.0,1,5.0,1,1.0,1,26.0,1,5.0,1,67.0,2081
GCF_039784885.1_ST128_assembly_genomic,1,1.0,1,1.0,1,9.0,1,120.0,1,1.0,1,5.0,1,1.0,1,26.0,1,3.0,1,98.0,2191
GCF_039784895.1_ST55_assembly_genomic,1,1.0,1,1.0,1,6.0,1,90.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,71.0,2181
GCF_039784985.1_ST4147_assembly_genomic,0,0.0,0,0.0,1,5.0,1,43.0,1,1.0,1,5.0,1,1.0,1,24.0,1,5.0,1,76.0,2060
GCF_040098105.1_ASM4009810v1_genomic,1,1.0,1,1.0,1,9.0,1,131.0,1,1.0,1,5.0,1,1.0,1,26.0,1,5.0,1,39.0,2090
GCF_040784965.1_ASM4078496v1_genomic,1,1.0,1,2.0,1,16.0,1,66.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,43.0,2069
GCF_040822555.1_ASM4082255v1_genomic,1,1.0,1,1.0,1,9.0,1,141.0,1,1.0,1,5.0,1,1.0,1,26.0,1,5.0,1,46.0,2119
GCF_040822615.1_ASM4082261v1_genomic,1,1.0,1,1.0,1,9.0,1,148.0,1,1.0,1,5.0,1,1.0,1,26.0,1,5.0,1,44.0,2122
GCF_040883385.1_ASM4088338v1_genomic,1,1.0,0,0.0,1,10.0,1,64.0,1,1.0,1,5.0,1,4.0,1,25.0,1,4.0,1,62.0,2119
GCF_041509385.1_ASM4150938v1_genomic,1,1.0,1,1.0,1,9.0,1,95.0,1,1.0,1,5.0,1,4.0,1,25.0,1,4.0,1,108.0,2262
GCF_041510115.1_ASM4151011v1_genomic,1,1.0,1,1.0,1,7.0,1,190.0,1,1.0,1,5.0,1,1.0,1,22.0,1,4.0,1,103.0,2278
GCF_041510825.1_ASM4151082v1_genomic,1,1.0,1,1.0,1,7.0,1,96.0,1,1.0,1,5.0,1,1.0,1,22.0,1,4.0,1,104.0,2186
GCF_041511495.1_ASM4151149v1_genomic,1,1.0,1,1.0,1,10.0,1,115.0,1,1.0,1,5.0,1,1.0,1,23.0,1,4.0,1,89.0,2194
GCF_041512205.1_ASM4151220v1_genomic,1,1.0,1,1.0,1,9.0,1,96.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,103.0,2219
GCF_041512935.1_ASM4151293v1_genomic,1,1.0,1,2.0,1,6.0,1,160.0,1,1.0,1,5.0,1,1.0,1,24.0,1,5.0,1,100.0,2249
GCF_041513585.1_ASM4151358v1_genomic,1,1.0,1,2.0,1,9.0,1,203.0,1,1.0,1,5.0,1,3.0,1,25.0,1,4.0,1,92.0,2303
GCF_041514255.1_ASM4151425v1_genomic,1,1.0,1,3.0,1,10.0,1,152.0,1,1.0,1,5.0,1,5.0,1,24.0,1,4.0,1,102.0,2282
GCF_041514265.1_ASM4151426v1_genomic,1,1.0,1,1.0,1,9.0,1,82.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,68.0,2090
GCF_041514275.1_ASM4151427v1_genomic,1,1.0,1,1.0,1,10.0,1,99.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,81.0,2101
GCF_041514285.1_ASM4151428v1_genomic,1,1.0,1,1.0,1,9.0,1,101.0,1,1.0,1,5.0,1,4.0,1,24.0,1,4.0,1,106.0,2280
GCF_041514295.1_ASM4151429v1_genomic,1,1.0,1,1.0,1,9.0,1,104.0,1,1.0,1,5.0,1,4.0,1,24.0,1,4.0,1,106.0,2288
GCF_041514325.1_ASM4151432v1_genomic,1,1.0,1,2.0,1,7.0,1,151.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,111.0,2262
GCF_041514335.1_ASM4151433v1_genomic,1,1.0,1,1.0,1,8.0,1,45.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,113.0,2146
GCF_041514345.1_ASM4151434v1_genomic,1,1.0,1,1.0,1,8.0,1,48.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,125.0,2194
GCF_041514355.1_ASM4151435v1_genomic,1,1.0,1,1.0,1,10.0,1,99.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,82.0,2102
GCF_041893975.1_ASM4189397v1_genomic,1,1.0,1,1.0,1,9.0,1,85.0,1,1.0,1,5.0,1,4.0,1,24.0,1,4.0,1,108.0,2265
GCF_042187225.1_ASM4218722v1_genomic,1,1.0,1,1.0,1,9.0,1,112.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,59.0,2153
GCF_042187235.1_ASM4218723v1_genomic,1,1.0,1,3.0,1,10.0,1,126.0,1,1.0,1,5.0,1,5.0,1,24.0,1,4.0,1,55.0,2153
GCF_042187255.1_ASM4218725v1_genomic,1,1.0,1,2.0,1,9.0,1,177.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,54.0,2158
GCF_042187285.1_ASM4218728v1_genomic,1,1.0,1,3.0,1,7.0,1,113.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,71.0,2141
GCF_042187295.1_ASM4218729v1_genomic,1,1.0,1,2.0,1,9.0,1,97.0,1,1.0,1,5.0,1,4.0,1,25.0,1,4.0,1,82.0,2227
GCF_042187335.1_ASM4218733v1_genomic,1,1.0,1,1.0,1,8.0,1,52.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,62.0,2078
GCF_042187345.1_ASM4218734v1_genomic,1,1.0,1,1.0,1,10.0,1,97.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,49.0,2016
GCF_042649985.1_ASM4264998v1_genomic,1,1.0,1,5.0,1,13.0,1,130.0,1,1.0,1,6.0,1,3.0,1,26.0,1,6.0,1,98.0,2417
GCF_045159845.1_ST4134_Assembly_genomic,1,1.0,1,1.0,1,10.0,1,147.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,92.0,2205
GCF_045159855.1_STMM8_assembly_genomic,1,1.0,0,0.0,1,8.0,1,48.0,1,1.0,1,5.0,1,1.0,1,25.0,1,5.0,1,78.0,2070
GCF_045159865.1_STRR_assembly_genomic,1,1.0,1,2.0,1,10.0,1,65.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,83.0,2129
GCF_045274625.1_ASM4527462v1_genomic,1,1.0,1,1.0,1,10.0,1,82.0,1,1.0,1,5.0,1,4.0,1,26.0,1,5.0,1,85.0,2226
GCF_046267845.1_NBC5527_genomic,1,1.0,1,1.0,1,8.0,1,23.0,1,1.0,1,5.0,1,1.0,1,26.0,1,5.0,1,72.0,3722
GCF_047947205.1_ASM4794720v1_genomic,1,1.0,1,2.0,1,15.0,1,58.0,1,1.0,1,5.0,1,1.0,1,29.0,1,4.0,1,70.0,2117
GCF_047947215.1_ASM4794721v1_genomic,1,1.0,1,2.0,1,16.0,1,64.0,1,1.0,1,5.0,1,1.0,1,28.0,1,5.0,1,77.0,2140
GCF_047947225.1_ASM4794722v1_genomic,1,1.0,1,3.0,1,17.0,1,40.0,1,2.0,1,5.0,1,1.0,1,28.0,1,5.0,1,61.0,2152
GCF_047947235.1_ASM4794723v1_genomic,1,1.0,1,4.0,1,20.0,1,71.0,1,2.0,1,5.0,1,2.0,1,27.0,1,4.0,1,59.0,2196
GCF_047947245.1_ASM4794724v1_genomic,1,1.0,0,0.0,1,14.0,1,127.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,51.0,2112
GCF_047947255.1_ASM4794725v1_genomic,1,1.0,1,4.0,1,18.0,1,57.0,1,2.0,1,5.0,1,2.0,1,28.0,1,4.0,1,66.0,2150
GCF_047947265.1_ASM4794726v1_genomic,1,1.0,1,4.0,1,18.0,1,64.0,1,2.0,1,5.0,1,2.0,1,28.0,1,4.0,1,65.0,2144
GCF_051376085.1_ASM5137608v1_genomic,1,1.0,1,1.0,1,10.0,1,129.0,1,1.0,1,5.0,1,1.0,1,23.0,1,4.0,1,47.0,2119
GCF_052569745.1_ASM5256974v1_genomic,1,1.0,1,1.0,1,10.0,1,132.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,90.0,2213
GCF_052570115.1_ASM5257011v1_genomic,1,1.0,1,1.0,1,10.0,1,133.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,88.0,2210
GCF_052571685.1_ASM5257168v1_genomic,1,1.0,1,1.0,1,10.0,1,95.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,88.0,2171
GCF_053203285.1_ASM5320328v1_genomic,1,1.0,1,5.0,1,13.0,1,136.0,1,1.0,1,6.0,1,3.0,1,26.0,1,6.0,1,92.0,2417
GCF_053552855.1_ASM5355285v1_genomic,1,1.0,1,7.0,1,12.0,1,63.0,1,1.0,1,6.0,1,4.0,1,28.0,1,6.0,1,146.0,2447
GCF_054074905.1_ASM5407490v1_genomic,1,1.0,0,0.0,1,8.0,1,74.0,1,1.0,1,5.0,1,4.0,1,25.0,1,4.0,1,42.0,2003
GCF_054162705.1_ASM5416270v1_genomic,1,1.0,1,1.0,1,10.0,1,174.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,92.0,2238
GCF_055180395.1_ASM5518039v1_genomic,1,1.0,1,2.0,1,9.0,1,146.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,64.0,2195
GCF_055180455.1_ASM5518045v1_genomic,1,1.0,1,1.0,1,9.0,1,223.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,45.0,2205
GCF_055180615.1_ASM5518061v1_genomic,1,1.0,1,2.0,1,9.0,1,112.0,1,1.0,1,5.0,1,2.0,1,26.0,1,4.0,1,64.0,2145
GCF_056269605.1_ASM5626960v1_genomic,1,1.0,1,2.0,1,12.0,1,169.0,1,1.0,1,5.0,1,1.0,1,26.0,1,4.0,1,68.0,2205
GCF_900094135.1_ASM90009413v1_genomic,0,0.0,1,1.0,1,8.0,1,12.0,1,1.0,1,5.0,1,1.0,1,25.0,1,3.0,1,52.0,1939
GCF_900474985.1_41965_C01_genomic,1,1.0,1,5.0,1,13.0,1,129.0,1,1.0,1,6.0,1,3.0,1,26.0,1,6.0,1,141.0,2516
GCF_900492165.1_chr1_genomic,1,1.0,1,1.0,1,11.0,1,152.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,74.0,2187
GCF_903884415.1_Streptococcus_thermophilus_CIRM_16_genomic,0,0.0,0,0.0,1,6.0,1,82.0,1,1.0,1,5.0,1,1.0,1,24.0,1,4.0,1,72.0,2098
GCF_903885985.1_Streptococcus_thermophilus_CIRM_18_genomic,1,1.0,0,0.0,1,9.0,1,66.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,86.0,2142
GCF_903886075.1_Streptococcus_thermophilus_CIRM_19_genomic,1,1.0,1,2.0,1,10.0,1,112.0,1,1.0,1,5.0,1,2.0,1,23.0,1,4.0,1,81.0,2166
GCF_903886195.1_Streptococcus_thermophilus_CIRM_23_genomic,0,0.0,0,0.0,1,8.0,1,54.0,1,1.0,1,5.0,1,2.0,1,27.0,1,4.0,1,68.0,2059
GCF_903886205.1_Streptococcus_thermophilus_CIRM_29_genomic,0,0.0,0,0.0,1,5.0,1,75.0,1,1.0,1,5.0,1,2.0,1,24.0,1,4.0,1,70.0,2097
GCF_903886285.1_Streptococcus_thermophilus_CIRM_30_genomic,1,1.0,1,1.0,1,8.0,1,73.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,66.0,2091
GCF_903886345.1_Streptococcus_thermophilus_CIRM_32_genomic,1,1.0,0,0.0,1,9.0,1,83.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,84.0,2158
GCF_903886385.1_Streptococcus_thermophilus_CIRM_36_genomic,0,0.0,0,0.0,1,8.0,1,107.0,1,1.0,1,5.0,1,2.0,1,25.0,1,5.0,1,63.0,2092
GCF_903886475.1_Streptococcus_thermophilus_CIRM_65_genomic,0,0.0,0,0.0,1,8.0,1,49.0,1,1.0,1,5.0,1,2.0,1,25.0,1,4.0,1,64.0,2048
GCF_903886505.1_Streptococcus_thermophilus_CIRM_336_genomic,1,1.0,1,2.0,1,11.0,1,105.0,1,1.0,1,5.0,1,4.0,1,25.0,1,4.0,1,85.0,2207
GCF_903886595.1_Streptococcus_thermophilus_CIRM_956_genomic,1,1.0,1,5.0,1,21.0,1,81.0,1,1.0,1,5.0,1,6.0,1,27.0,1,5.0,1,100.0,2312
GCF_903886635.1_Streptococcus_thermophilus_CIRM_772_genomic,1,1.0,1,1.0,1,4.0,1,84.0,1,1.0,1,5.0,1,1.0,1,25.0,1,4.0,1,72.0,2060
GCF_903886645.1_Streptococcus_thermophilus_CIRM_368_genomic,1,1.0,1,5.0,1,21.0,1,154.0,1,1.0,1,5.0,1,6.0,1,27.0,1,4.0,1,109.0,2414
